"17.03.2012";"06:43:26";0,052;111,960;110,440;103,440;0,054;118,100;117,620;120,040;0,070;115,560;114,420;117,180
"17.03.2012";"06:48:26";0,054;112,000;110,440;103,560;0,054;118,220;117,720;120,120;0,069;115,620;114,500;117,260
"17.03.2012";"06:53:26";0,054;112,120;110,520;103,600;0,055;118,300;117,760;120,300;0,070;115,740;114,540;117,320
"17.03.2012";"06:58:26";0,055;112,120;110,600;103,620;0,054;118,340;117,800;120,160;0,066;115,780;114,680;117,400
"17.03.2012";"07:03:26";0,053;112,240;110,620;103,740;0,055;118,380;117,920;120,380;0,069;115,800;114,720;117,460
"17.03.2012";"07:08:26";0,052;112,320;110,720;103,780;0,053;118,480;117,980;120,420;0,068;115,900;114,800;117,540
"17.03.2012";"07:13:25";0,052;112,340;110,720;103,840;0,054;118,600;118,020;120,380;0,069;115,980;114,780;117,500
"17.03.2012";"07:17:26";0,056;112,400;110,820;103,900;0,053;118,640;118,080;120,280;0,070;116,060;114,880;117,600
"17.03.2012";"07:22:26";0,055;112,460;110,900;103,920;0,054;118,700;118,160;120,440;0,072;116,120;114,920;117,720
"17.03.2012";"07:26:26";0,056;112,480;110,960;103,980;0,055;118,700;118,240;120,640;0,068;116,120;114,960;117,740
"17.03.2012";"07:31:26";0,054;112,580;110,940;104,020;0,055;118,800;118,320;120,740;0,069;116,200;115,000;117,820
"17.03.2012";"07:36:26";0,054;112,680;110,980;104,100;0,055;118,860;118,340;120,680;0,069;116,240;115,100;117,800
"17.03.2012";"07:41:26";0,053;112,740;111,060;104,180;0,057;118,900;118,380;120,620;0,069;116,340;115,220;118,000
"17.03.2012";"07:46:26";0,055;112,800;111,120;104,220;0,055;118,980;118,340;120,740;0,066;116,440;115,260;117,960
"17.03.2012";"07:51:26";0,052;112,840;111,140;104,260;0,055;119,080;118,420;120,900;0,070;116,460;115,240;118,080
"17.03.2012";"07:56:26";0,054;112,880;111,220;104,280;0,056;119,100;118,500;120,900;0,070;116,540;115,340;118,060
"17.03.2012";"08:01:25";0,053;112,920;111,320;104,340;0,057;119,160;118,580;120,980;0,069;116,600;115,460;118,100
"17.03.2012";"08:06:25";0,053;112,980;111,340;104,420;0,056;119,220;118,640;121,040;0,069;116,640;115,520;118,240
"17.03.2012";"08:11:25";0,054;113,040;111,400;104,460;0,055;119,340;118,680;121,080;0,070;116,760;115,560;118,340
"17.03.2012";"08:16:26";0,055;113,000;111,420;104,540;0,055;119,360;118,720;121,100;0,071;116,740;115,580;118,300
"17.03.2012";"08:21:26";0,053;113,140;111,540;104,520;0,054;119,440;118,760;121,200;0,070;116,840;115,680;118,340
"17.03.2012";"08:26:26";0,055;113,180;111,560;104,620;0,056;119,580;118,820;121,140;0,070;116,860;115,740;118,460
"17.03.2012";"08:31:26";0,054;113,240;111,660;104,700;0,055;119,560;118,900;121,260;0,072;116,920;115,820;118,480
"17.03.2012";"08:36:26";0,056;113,300;111,720;104,720;0,055;119,640;118,960;121,240;0,071;116,920;115,860;118,600
"17.03.2012";"08:41:26";0,054;113,360;111,740;104,780;0,055;119,700;119,020;121,240;0,068;117,080;115,920;118,640
"17.03.2012";"08:46:26";0,056;113,420;111,820;104,800;0,057;119,720;119,060;121,520;0,067;117,120;115,900;118,680
"17.03.2012";"08:51:26";0,056;113,460;111,880;104,820;0,057;119,780;119,140;121,480;0,069;117,180;116,000;118,720
